"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"10803","103.739697403","1.336447722","2014-07-19","9:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","14","11548250.29","148786.1723","2014-07-19 09:45:00","NULL","NULL"
"10804","103.734273016","1.33955998749","2014-07-19","9:45:00","BLK 114","JURONG EAST","5","11547646.45","149132.7226","2014-07-19 09:45:00","NULL","NULL"
"10805","103.738540194","1.33450242777","2014-07-19","9:45:00","BLK 124","JURONG EAST","7","11548121.47","148569.5643","2014-07-19 09:45:00","NULL","NULL"
"10806","103.73886754","1.33458100275","2014-07-19","9:45:00","BLK 134","JURONG EAST","3","11548157.91","148578.3136","2014-07-19 09:45:00","NULL","NULL"
"10807","103.74613006","1.34498713929","2014-07-19","9:45:00","BLK 190","BUKIT BATOK","3","11548966.37","149737.0362","2014-07-19 09:45:00","NULL","NULL"
"10808","103.741730381","1.33850750696","2014-07-19","9:45:00","BLK 207","JURONG EAST","8","11548476.6","149015.529","2014-07-19 09:45:00","NULL","NULL"
"10809","103.74106958","1.33826347973","2014-07-19","9:45:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-19 09:45:00","NULL","NULL"
"10810","103.738080077","1.3420197473","2014-07-19","9:45:00","BLK 229","JURONG EAST","16","11548070.25","149406.6168","2014-07-19 09:45:00","NULL","NULL"
"10811","103.741071287","1.34126651616","2014-07-19","9:45:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-19 09:45:00","NULL","NULL"
"10812","103.740474087","1.34145830331","2014-07-19","9:45:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-19 09:45:00","NULL","NULL"
"10813","103.737386937","1.34272521892","2014-07-19","9:45:00","BLK 252","JURONG EAST","2","11547993.09","149485.1711","2014-07-19 09:45:00","NULL","NULL"
"10814","103.745983724","1.33932016064","2014-07-19","9:45:00","BLK 284","JURONG EAST","7","11548950.08","149106.0179","2014-07-19 09:45:00","NULL","NULL"
"10815","103.746011392","1.33905284743","2014-07-19","9:45:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-19 09:45:00","NULL","NULL"
"10816","103.732647515","1.34252238293","2014-07-19","9:45:00","CHINESE GDN STN","JURONG EAST","1","11547465.5","149462.5853","2014-07-19 09:45:00","NULL","NULL"
"10817","103.747727444","1.33451178837","2014-07-19","9:45:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-19 09:45:00","NULL","NULL"
"10818","103.742263261","1.33320902467","2014-07-19","9:45:00","JURONG EAST MRT","JURONG EAST","9","11548535.92","148425.5443","2014-07-19 09:45:00","NULL","NULL"
"10819","103.739142873","1.33250994189","2014-07-19","9:45:00","JURONG EAST LIB","JURONG EAST","4","11548188.56","148347.7017","2014-07-19 09:45:00","NULL","NULL"
"10820","103.741492327","1.33328641244","2014-07-19","9:45:00","JURONG EAST TEMP INT","JURONG EAST","63","11548450.1","148434.1614","2014-07-19 09:45:00","NULL","NULL"
"10821","103.742772337","1.32959816777","2014-07-19","9:45:00","JURONG TOWN HALL","JURONG EAST","1","11548592.59","148023.477","2014-07-19 09:45:00","NULL","NULL"
"10822","103.744203802","1.34046752635","2014-07-19","9:45:00","OPP BLK 288D","JURONG EAST","16","11548751.94","149233.777","2014-07-19 09:45:00","NULL","NULL"
"10823","103.736417654","1.32122939629","2014-07-19","9:45:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-19 09:45:00","NULL","NULL"
"10824","103.748007269","1.33512009352","2014-07-19","9:45:00","OPP IMM BLDG","JURONG EAST","3","11549175.34","148638.3412","2014-07-19 09:45:00","NULL","NULL"
"10825","103.74490341","1.32752877314","2014-07-19","9:45:00","OPP INTL BUSINESS PK","JURONG EAST","1","11548829.82","147793.0511","2014-07-19 09:45:00","NULL","NULL"
"10826","103.739581161","1.33184700096","2014-07-19","9:45:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-19 09:45:00","NULL","NULL"
"10827","103.748179027","1.33069312468","2014-07-19","9:45:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-19 09:45:00","NULL","NULL"
"10828","103.734587517","1.34399747198","2014-07-19","9:45:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-19 09:45:00","NULL","NULL"
"10829","103.735428609","1.3419259889","2014-07-19","9:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-19 09:45:00","NULL","NULL"
"10830","103.736910201","1.33380673738","2014-07-19","9:45:00","S'PORE SCIENCE CTR","JURONG EAST","1","11547940.02","148492.0994","2014-07-19 09:45:00","NULL","NULL"
"10831","103.754928788","1.33716866539","2014-07-19","9:45:00","TOH GUAN CTR","CLEMENTI","1","11549945.84","148866.4492","2014-07-19 09:45:00","NULL","NULL"
"10832","103.751375592","1.32811788638","2014-07-19","10:00:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-19 10:00:00","NULL","NULL"
"10833","103.739583767","1.32227303096","2014-07-19","10:00:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-19 10:00:00","NULL","NULL"
"10834","103.739697403","1.336447722","2014-07-19","10:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","19","11548250.29","148786.1723","2014-07-19 10:00:00","NULL","NULL"
"10835","103.736409929","1.34015354868","2014-07-19","10:00:00","BEF YUHUA CC","JURONG EAST","1","11547884.33","149198.8156","2014-07-19 10:00:00","NULL","NULL"
"10836","103.736575039","1.33956049939","2014-07-19","10:00:00","BLK 112","JURONG EAST","2","11547902.71","149132.7796","2014-07-19 10:00:00","NULL","NULL"
"10837","103.734273016","1.33955998749","2014-07-19","10:00:00","BLK 114","JURONG EAST","2","11547646.45","149132.7226","2014-07-19 10:00:00","NULL","NULL"
"10838","103.738540194","1.33450242777","2014-07-19","10:00:00","BLK 124","JURONG EAST","13","11548121.47","148569.5643","2014-07-19 10:00:00","NULL","NULL"
"10839","103.73886754","1.33458100275","2014-07-19","10:00:00","BLK 134","JURONG EAST","13","11548157.91","148578.3136","2014-07-19 10:00:00","NULL","NULL"
"10840","103.74613006","1.34498713929","2014-07-19","10:00:00","BLK 190","BUKIT BATOK","1","11548966.37","149737.0362","2014-07-19 10:00:00","NULL","NULL"
"10841","103.741730381","1.33850750696","2014-07-19","10:00:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-19 10:00:00","NULL","NULL"
"10842","103.74106958","1.33826347973","2014-07-19","10:00:00","BLK 209","JURONG EAST","2","11548403.04","148988.3566","2014-07-19 10:00:00","NULL","NULL"
"10843","103.735971012","1.34220937633","2014-07-19","10:00:00","BLK 228","JURONG EAST","1","11547835.47","149427.732","2014-07-19 10:00:00","NULL","NULL"
"10844","103.738080077","1.3420197473","2014-07-19","10:00:00","BLK 229","JURONG EAST","10","11548070.25","149406.6168","2014-07-19 10:00:00","NULL","NULL"
"10845","103.741071287","1.34126651616","2014-07-19","10:00:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-19 10:00:00","NULL","NULL"
"10846","103.743615945","1.34160223504","2014-07-19","10:00:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-19 10:00:00","NULL","NULL"
"10847","103.745929645","1.32526198171","2014-07-19","10:00:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-19 10:00:00","NULL","NULL"
"10848","103.742263261","1.33320902467","2014-07-19","10:00:00","JURONG EAST MRT","JURONG EAST","8","11548535.92","148425.5443","2014-07-19 10:00:00","NULL","NULL"
"10849","103.739142873","1.33250994189","2014-07-19","10:00:00","JURONG EAST LIB","JURONG EAST","3","11548188.56","148347.7017","2014-07-19 10:00:00","NULL","NULL"
"10850","103.741492327","1.33328641244","2014-07-19","10:00:00","JURONG EAST TEMP INT","JURONG EAST","86","11548450.1","148434.1614","2014-07-19 10:00:00","NULL","NULL"
"10851","103.744203802","1.34046752635","2014-07-19","10:00:00","OPP BLK 288D","JURONG EAST","10","11548751.94","149233.777","2014-07-19 10:00:00","NULL","NULL"
"10852","103.748007269","1.33512009352","2014-07-19","10:00:00","OPP IMM BLDG","JURONG EAST","7","11549175.34","148638.3412","2014-07-19 10:00:00","NULL","NULL"
"10853","103.739581161","1.33184700096","2014-07-19","10:00:00","OPP JURONG EAST LIB","JURONG EAST","3","11548237.35","148273.8835","2014-07-19 10:00:00","NULL","NULL"
"10854","103.748179027","1.33069312468","2014-07-19","10:00:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-19 10:00:00","NULL","NULL"
"10855","103.734587517","1.34399747198","2014-07-19","10:00:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-19 10:00:00","NULL","NULL"
"10856","103.754928788","1.33716866539","2014-07-19","10:00:00","TOH GUAN CTR","CLEMENTI","1","11549945.84","148866.4492","2014-07-19 10:00:00","NULL","NULL"
"10857","103.751375592","1.32811788638","2014-07-19","10:15:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-19 10:15:00","NULL","NULL"
"10858","103.739583767","1.32227303096","2014-07-19","10:15:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-19 10:15:00","NULL","NULL"
"10859","103.739697403","1.336447722","2014-07-19","10:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","6","11548250.29","148786.1723","2014-07-19 10:15:00","NULL","NULL"
"10860","103.736409929","1.34015354868","2014-07-19","10:15:00","BEF YUHUA CC","JURONG EAST","1","11547884.33","149198.8156","2014-07-19 10:15:00","NULL","NULL"
"10861","103.738540194","1.33450242777","2014-07-19","10:15:00","BLK 124","JURONG EAST","4","11548121.47","148569.5643","2014-07-19 10:15:00","NULL","NULL"
"10862","103.73886754","1.33458100275","2014-07-19","10:15:00","BLK 134","JURONG EAST","2","11548157.91","148578.3136","2014-07-19 10:15:00","NULL","NULL"
"10863","103.74613006","1.34498713929","2014-07-19","10:15:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-19 10:15:00","NULL","NULL"
"10864","103.742577762","1.33638853104","2014-07-19","10:15:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-19 10:15:00","NULL","NULL"
"10865","103.742577762","1.33638853104","2014-07-19","10:15:00","BLK 203","JURONG EAST","2","11548570.93","148779.5814","2014-07-19 10:15:00","NULL","NULL"
"10866","103.741730381","1.33850750696","2014-07-19","10:15:00","BLK 207","JURONG EAST","10","11548476.6","149015.529","2014-07-19 10:15:00","NULL","NULL"
"10867","103.738080077","1.3420197473","2014-07-19","10:15:00","BLK 229","JURONG EAST","4","11548070.25","149406.6168","2014-07-19 10:15:00","NULL","NULL"
"10868","103.743615945","1.34160223504","2014-07-19","10:15:00","BLK 241","JURONG EAST","4","11548686.5","149360.1268","2014-07-19 10:15:00","NULL","NULL"
"10869","103.740474087","1.34145830331","2014-07-19","10:15:00","BLK 246","JURONG EAST","3","11548336.75","149344.1","2014-07-19 10:15:00","NULL","NULL"
"10870","103.737386937","1.34272521892","2014-07-19","10:15:00","BLK 252","JURONG EAST","3","11547993.09","149485.1711","2014-07-19 10:15:00","NULL","NULL"
"10871","103.744201916","1.34192572667","2014-07-19","10:15:00","BLK 266","JURONG EAST","1","11548751.73","149396.1476","2014-07-19 10:15:00","NULL","NULL"
"10872","103.745983724","1.33932016064","2014-07-19","10:15:00","BLK 284","JURONG EAST","13","11548950.08","149106.0179","2014-07-19 10:15:00","NULL","NULL"
"10873","103.746011392","1.33905284743","2014-07-19","10:15:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-19 10:15:00","NULL","NULL"
"10874","103.732558043","1.34240175164","2014-07-19","10:15:00","CHINESE GARDEN MRT","JURONG EAST","1","11547455.54","149449.153","2014-07-19 10:15:00","NULL","NULL"
"10875","103.732647515","1.34252238293","2014-07-19","10:15:00","CHINESE GDN STN","JURONG EAST","1","11547465.5","149462.5853","2014-07-19 10:15:00","NULL","NULL"
"10876","103.745929645","1.32526198171","2014-07-19","10:15:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-19 10:15:00","NULL","NULL"
"10877","103.747727444","1.33451178837","2014-07-19","10:15:00","IMM BLDG","JURONG EAST","2","11549144.19","148570.6066","2014-07-19 10:15:00","NULL","NULL"
"10878","103.742263261","1.33320902467","2014-07-19","10:15:00","JURONG EAST MRT","JURONG EAST","10","11548535.92","148425.5443","2014-07-19 10:15:00","NULL","NULL"
"10879","103.739142873","1.33250994189","2014-07-19","10:15:00","JURONG EAST LIB","JURONG EAST","5","11548188.56","148347.7017","2014-07-19 10:15:00","NULL","NULL"
"10880","103.742683763","1.33584740373","2014-07-19","10:15:00","JURONG EAST STN/INT","JURONG EAST","2","11548582.73","148719.327","2014-07-19 10:15:00","NULL","NULL"
"10881","103.741492327","1.33328641244","2014-07-19","10:15:00","JURONG EAST TEMP INT","JURONG EAST","55","11548450.1","148434.1614","2014-07-19 10:15:00","NULL","NULL"
"10882","103.744203802","1.34046752635","2014-07-19","10:15:00","OPP BLK 288D","JURONG EAST","4","11548751.94","149233.777","2014-07-19 10:15:00","NULL","NULL"
"10883","103.748007269","1.33512009352","2014-07-19","10:15:00","OPP IMM BLDG","JURONG EAST","12","11549175.34","148638.3412","2014-07-19 10:15:00","NULL","NULL"
"10884","103.739581161","1.33184700096","2014-07-19","10:15:00","OPP JURONG EAST LIB","JURONG EAST","4","11548237.35","148273.8835","2014-07-19 10:15:00","NULL","NULL"
"10885","103.748179027","1.33069312468","2014-07-19","10:15:00","OPP THE SYNERGY","JURONG EAST","2","11549194.46","148145.3999","2014-07-19 10:15:00","NULL","NULL"
"10886","103.751375592","1.32811788638","2014-07-19","10:30:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-19 10:30:00","NULL","NULL"
"10887","103.739583767","1.32227303096","2014-07-19","10:30:00","BEF HASANAH MQUE","JURONG EAST","4","11548237.64","147207.8281","2014-07-19 10:30:00","NULL","NULL"
